language,year,month,created_repos
"Jupyter Notebook",2015,6,254
"Jupyter Notebook",2015,7,301
"Jupyter Notebook",2015,8,411
"Jupyter Notebook",2015,9,786
"Jupyter Notebook",2015,10,1063
"Jupyter Notebook",2015,11,1260
"Jupyter Notebook",2015,12,2935
"Jupyter Notebook",2016,1,4354
"Jupyter Notebook",2016,2,2199
"Jupyter Notebook",2016,3,1765
"Jupyter Notebook",2016,4,3094
"Jupyter Notebook",2016,5,3228
"Jupyter Notebook",2016,6,7252
"Jupyter Notebook",2016,7,7739
"Jupyter Notebook",2016,8,8099
"Jupyter Notebook",2016,9,8663
"Jupyter Notebook",2016,10,11267
"Jupyter Notebook",2016,11,9770
"Jupyter Notebook",2016,12,12624
"Jupyter Notebook",2017,1,11890
"Jupyter Notebook",2017,2,17708
"Jupyter Notebook",2017,3,17820
"Jupyter Notebook",2017,4,13613
"KiCad",2008,10,1
"KiCad",2009,5,2
"KiCad",2010,4,1
"KiCad",2011,1,1
"KiCad",2011,2,1
"KiCad",2011,6,2
"KiCad",2011,8,21
"KiCad",2011,9,1
"KiCad",2011,11,1
"KiCad",2011,12,1
"KiCad",2012,1,1
"KiCad",2012,2,5
"KiCad",2012,3,2
"KiCad",2012,5,3
"KiCad",2012,6,3
"KiCad",2012,7,4
"KiCad",2012,8,4
"KiCad",2012,9,8
"KiCad",2012,10,2
"KiCad",2012,11,2
"KiCad",2012,12,3
"KiCad",2013,1,4
"KiCad",2013,2,2
"KiCad",2013,3,3
"KiCad",2013,4,5
"KiCad",2013,5,7
"KiCad",2013,6,4
"KiCad",2013,7,12
"KiCad",2013,8,11
"KiCad",2013,9,2
"KiCad",2013,10,9
"KiCad",2013,11,6
"KiCad",2013,12,11
"KiCad",2014,1,10
"KiCad",2014,2,12
"KiCad",2014,3,10
"KiCad",2014,4,18
"KiCad",2014,5,18
"KiCad",2014,6,6
"KiCad",2014,7,25
"KiCad",2014,8,19
"KiCad",2014,9,16
"KiCad",2014,10,24
"KiCad",2014,11,34
"KiCad",2014,12,33
"KiCad",2015,1,37
"KiCad",2015,2,39
"KiCad",2015,3,76
"KiCad",2015,4,68
"KiCad",2015,5,146
"KiCad",2015,6,192
"KiCad",2015,7,150
"KiCad",2015,8,173
"KiCad",2015,9,162
"KiCad",2015,10,209
"KiCad",2015,11,259
"KiCad",2015,12,206
"KiCad",2016,1,250
"KiCad",2016,2,99
"KiCad",2016,3,85
"KiCad",2016,4,125
"KiCad",2016,5,119
"KiCad",2016,6,232
"KiCad",2016,7,294
"KiCad",2016,8,262
"KiCad",2016,9,196
"KiCad",2016,10,234
"KiCad",2016,11,191
"KiCad",2016,12,346
"KiCad",2017,1,275
"KiCad",2017,2,413
"KiCad",2017,3,291
"KiCad",2017,4,229
"Kit",2012,8,2
"Kit",2014,5,1
"Kit",2014,6,2
"Kit",2015,2,2
"Kit",2015,3,1
"Kit",2015,4,1
"Kit",2015,5,1
"Kit",2015,6,2
"Kit",2015,7,2
"Kit",2015,8,1
"Kit",2015,9,2
"Kit",2015,10,1
"Kit",2015,11,1
"Kit",2015,12,1
"Kit",2016,4,2
"Kit",2016,6,1
"Kit",2016,10,1
"Kit",2016,11,1
"Kit",2016,12,3
"Kit",2017,1,1
"Kit",2017,3,1
"Kotlin",2010,2,1
"Kotlin",2010,12,1
"Kotlin",2011,4,1
"Kotlin",2011,7,1
"Kotlin",2011,11,1
"Kotlin",2011,12,1
"Kotlin",2012,2,5
"Kotlin",2012,3,2
"Kotlin",2012,5,13
"Kotlin",2012,6,9
"Kotlin",2012,7,11
"Kotlin",2012,8,8
"Kotlin",2012,9,9
"Kotlin",2012,10,11
"Kotlin",2012,11,5
"Kotlin",2012,12,17
"Kotlin",2013,1,23
"Kotlin",2013,2,20
"Kotlin",2013,3,14
"Kotlin",2013,4,19
"Kotlin",2013,5,16
"Kotlin",2013,6,10
"Kotlin",2013,7,19
"Kotlin",2013,8,15
"Kotlin",2013,9,15
"Kotlin",2013,10,26
"Kotlin",2013,11,15
"Kotlin",2013,12,12
"Kotlin",2014,1,16
"Kotlin",2014,2,31
"Kotlin",2014,3,42
"Kotlin",2014,4,30
"Kotlin",2014,5,20
"Kotlin",2014,6,28
"Kotlin",2014,7,24
"Kotlin",2014,8,33
"Kotlin",2014,9,96
"Kotlin",2014,10,156
"Kotlin",2014,11,143
"Kotlin",2014,12,181
"Kotlin",2015,1,190
"Kotlin",2015,2,174
"Kotlin",2015,3,286
"Kotlin",2015,4,308
"Kotlin",2015,5,286
"Kotlin",2015,6,266
"Kotlin",2015,7,165
"Kotlin",2015,8,177
"Kotlin",2015,9,245
"Kotlin",2015,10,349
"Kotlin",2015,11,489
"Kotlin",2015,12,510
"Kotlin",2016,1,521
"Kotlin",2016,2,379
"Kotlin",2016,3,400
"Kotlin",2016,4,452
"Kotlin",2016,5,372
"Kotlin",2016,6,572
"Kotlin",2016,7,871
"Kotlin",2016,8,931
"Kotlin",2016,9,768
"Kotlin",2016,10,878
"Kotlin",2016,11,849
"Kotlin",2016,12,1354
"Kotlin",2017,1,989
"Kotlin",2017,2,1373
"Kotlin",2017,3,1368
"Kotlin",2017,4,1008
"KRL",2010,12,1
"KRL",2011,4,1
"KRL",2013,5,1
"KRL",2013,8,1
"KRL",2013,9,1
"KRL",2013,10,1
"KRL",2013,11,1
"KRL",2013,12,2
"KRL",2014,1,7
"KRL",2014,2,51
"KRL",2014,3,24
"KRL",2014,4,1
"KRL",2014,8,1
"KRL",2014,9,2
"KRL",2014,10,1
"KRL",2015,1,2
"KRL",2015,2,1
"KRL",2015,3,25
"KRL",2015,4,6
"KRL",2015,6,1
"KRL",2015,10,1
"KRL",2016,1,1
"KRL",2016,3,8
"KRL",2016,4,3
"KRL",2016,7,4
"KRL",2016,8,2
"KRL",2016,9,1
"KRL",2016,10,1
"KRL",2016,11,1
"KRL",2016,12,2
"KRL",2017,2,1
"KRL",2017,3,8
"KRL",2017,4,3
"LabVIEW",2011,7,1
"LabVIEW",2012,1,1
"LabVIEW",2012,3,1
"LabVIEW",2012,8,2
"LabVIEW",2012,12,1
"LabVIEW",2013,1,1
"LabVIEW",2013,2,1
"LabVIEW",2013,3,1
"LabVIEW",2013,4,2
"LabVIEW",2013,6,1
"LabVIEW",2013,7,1
"LabVIEW",2013,8,2
"LabVIEW",2013,9,1
"LabVIEW",2013,10,5
"LabVIEW",2013,11,4
"LabVIEW",2013,12,2
"LabVIEW",2014,1,9
"LabVIEW",2014,2,6
"LabVIEW",2014,3,6
"LabVIEW",2014,4,6
"LabVIEW",2014,5,5
"LabVIEW",2014,6,10
"LabVIEW",2014,7,25
"LabVIEW",2014,8,10
"LabVIEW",2014,9,59
"LabVIEW",2014,10,41
"LabVIEW",2014,11,52
"LabVIEW",2014,12,83
"LabVIEW",2015,1,189
"LabVIEW",2015,2,77
"LabVIEW",2015,3,97
"LabVIEW",2015,4,74
"LabVIEW",2015,5,66
"LabVIEW",2015,6,50
"LabVIEW",2015,7,28
"LabVIEW",2015,8,36
"LabVIEW",2015,9,32
"LabVIEW",2015,10,57
"LabVIEW",2015,11,75
"LabVIEW",2015,12,44
"LabVIEW",2016,1,102
"LabVIEW",2016,2,33
"LabVIEW",2016,3,14
"LabVIEW",2016,4,20
"LabVIEW",2016,5,28
"LabVIEW",2016,6,26
"LabVIEW",2016,7,38
"LabVIEW",2016,8,31
"LabVIEW",2016,9,25
"LabVIEW",2016,10,29
"LabVIEW",2016,11,28
"LabVIEW",2016,12,63
"LabVIEW",2017,1,75
"LabVIEW",2017,2,87
"LabVIEW",2017,3,33
"LabVIEW",2017,4,20
"Lasso",2011,3,1
"Lasso",2011,7,1
"Lasso",2012,3,1
"Lasso",2012,4,1
"Lasso",2012,5,1
"Lasso",2012,6,4
"Lasso",2012,9,1
"Lasso",2012,10,1
"Lasso",2012,11,1
"Lasso",2012,12,4
"Lasso",2013,1,3
"Lasso",2013,3,68
"Lasso",2013,4,47
"Lasso",2013,5,52
"Lasso",2013,6,72
"Lasso",2013,7,49
"Lasso",2013,8,53
"Lasso",2013,9,45
"Lasso",2013,10,118
"Lasso",2013,11,80
"Lasso",2013,12,91
"Lasso",2014,1,82
"Lasso",2014,2,94
"Lasso",2014,3,73
"Lasso",2014,4,39
"Lasso",2014,5,16
"Lasso",2014,6,11
"Lasso",2014,7,2
"Lasso",2014,8,5
"Lasso",2014,9,2
"Lasso",2014,10,5
"Lasso",2014,11,3
"Lasso",2014,12,7
"Lasso",2015,1,3
"Lasso",2015,2,4
"Lasso",2015,3,8
"Lasso",2015,4,6
"Lasso",2015,5,12
"Lasso",2015,6,10
"Lasso",2015,7,2
"Lasso",2015,8,3
"Lasso",2015,9,1
"Lasso",2015,10,3
"Lasso",2015,11,6
"Lasso",2015,12,4
"Lasso",2016,1,3
"Lasso",2016,2,2
"Lasso",2016,3,1
"Lasso",2016,5,3
"Lasso",2016,6,11
"Lasso",2016,7,5
"Lasso",2016,8,4
"Lasso",2016,9,4
"Lasso",2016,10,2
"Lasso",2016,11,3
"Lasso",2016,12,11
"Lasso",2017,1,3
"Lasso",2017,2,3
"Lasso",2017,3,3
"Lasso",2017,4,3
"Lean",2015,3,2
"Lean",2015,4,1
"Lean",2015,5,4
"Lean",2015,6,4
"Lean",2015,7,1
"Lean",2015,8,4
"Lean",2015,9,5
"Lean",2015,12,4
"Lean",2016,1,6
"Lean",2016,2,5
"Lean",2016,3,1
"Lean",2016,4,2
"Lean",2016,5,1
"Lean",2016,7,1
"Lean",2016,9,1
"Lean",2016,10,3
"Lean",2016,11,2
"Lean",2016,12,2
"Lean",2017,1,7
"Lean",2017,2,9
"Lean",2017,3,6
"Lean",2017,4,4
"Lex",2010,5,1
"Lex",2010,8,1
"Lex",2012,6,2
"Lex",2012,9,1
"Lex",2012,10,1
"Lex",2012,12,1
"Lex",2013,5,1
"Lex",2013,6,1
"Lex",2013,11,2
"Lex",2013,12,1
"Lex",2014,1,1
"Lex",2014,3,2
"Lex",2014,4,2
"Lex",2014,6,2
"Lex",2014,8,2
"Lex",2014,9,1
"Lex",2014,10,2
"Lex",2014,11,4
"Lex",2015,1,4
"Lex",2015,2,2
"Lex",2015,3,2
"Lex",2015,4,2
"Lex",2015,5,5
"Lex",2015,6,10
"Lex",2015,7,15
"Lex",2015,8,14
"Lex",2015,9,37
"Lex",2015,10,20
"Lex",2015,11,28
"Lex",2015,12,18
"Lex",2016,1,39
"Lex",2016,2,18
"Lex",2016,3,19
"Lex",2016,4,35
"Lex",2016,5,13
"Lex",2016,6,33
"Lex",2016,7,21
"Lex",2016,8,21
"Lex",2016,9,25
"Lex",2016,10,44
"Lex",2016,11,49
"Lex",2016,12,38
"Lex",2017,1,59
"Lex",2017,2,75
"Lex",2017,3,77
"Lex",2017,4,22
"LilyPond",2008,4,1
"LilyPond",2009,3,2
"LilyPond",2009,7,1
"LilyPond",2009,12,1
"LilyPond",2010,1,1
"LilyPond",2010,2,1
"LilyPond",2010,12,1
"LilyPond",2011,2,1
"LilyPond",2011,4,1
"LilyPond",2011,7,1
"LilyPond",2011,8,1
"LilyPond",2011,9,1
"LilyPond",2011,10,2
"LilyPond",2011,12,3
"LilyPond",2012,1,2
"LilyPond",2012,2,3
"LilyPond",2012,3,1
"LilyPond",2012,4,1
"LilyPond",2012,7,1
"LilyPond",2012,8,2
"LilyPond",2012,10,2
"LilyPond",2012,11,1
"LilyPond",2012,12,2
"LilyPond",2013,1,4
"LilyPond",2013,2,1
"LilyPond",2013,4,4
"LilyPond",2013,5,2
"LilyPond",2013,6,2
"LilyPond",2013,7,1
"LilyPond",2013,9,3
"LilyPond",2013,10,1
"LilyPond",2013,11,7
"LilyPond",2013,12,7
"LilyPond",2014,1,4
"LilyPond",2014,2,2
"LilyPond",2014,3,3
"LilyPond",2014,4,2
"LilyPond",2014,5,3
"LilyPond",2014,6,4
"LilyPond",2014,7,3
"LilyPond",2014,8,3
"LilyPond",2014,9,8
"LilyPond",2014,10,6
"LilyPond",2014,11,9
"LilyPond",2014,12,13
"LilyPond",2015,1,16
"LilyPond",2015,2,13
"LilyPond",2015,3,35
"LilyPond",2015,4,47
"LilyPond",2015,5,31
"LilyPond",2015,6,21
"LilyPond",2015,7,21
"LilyPond",2015,8,13
"LilyPond",2015,9,22
"LilyPond",2015,10,30
"LilyPond",2015,11,25
"LilyPond",2015,12,23
"LilyPond",2016,1,19
"LilyPond",2016,2,11
"LilyPond",2016,3,7
"LilyPond",2016,4,8
"LilyPond",2016,5,6
"LilyPond",2016,6,16
"LilyPond",2016,7,17
"LilyPond",2016,8,7
"LilyPond",2016,9,9
"LilyPond",2016,10,16
"LilyPond",2016,11,10
"LilyPond",2016,12,24
"LilyPond",2017,1,17
"LilyPond",2017,2,23
"LilyPond",2017,3,7
"LilyPond",2017,4,20
"Limbo",2011,3,1
"Limbo",2013,7,1
"Limbo",2014,1,1
"Limbo",2014,2,1
"Limbo",2014,3,2
"Limbo",2014,5,1
"Limbo",2014,9,1
"Limbo",2015,2,1
"Limbo",2015,3,2
"Limbo",2015,4,4
"Limbo",2015,5,4
"Limbo",2015,6,3
"Limbo",2015,7,2
"Limbo",2015,8,5
"Limbo",2015,9,7
"Limbo",2015,10,9
"Limbo",2015,11,7
"Limbo",2015,12,1
"Limbo",2016,1,20
"Limbo",2016,2,9
"Limbo",2016,3,7
"Limbo",2016,4,1
"Limbo",2016,5,3
"Limbo",2016,6,2
"Limbo",2016,7,7
"Limbo",2016,8,5
"Limbo",2016,9,3
"Limbo",2016,10,5
"Limbo",2016,11,35
"Limbo",2016,12,11
"Limbo",2017,1,5
"Limbo",2017,2,13
"Limbo",2017,3,4
"Limbo",2017,4,6
"Liquid",2011,1,1
"Liquid",2011,10,1
"Liquid",2011,12,2
"Liquid",2012,1,3
"Liquid",2012,5,2
"Liquid",2012,8,1
"Liquid",2013,1,2
"Liquid",2013,5,4
"Liquid",2013,6,3
"Liquid",2013,7,3
"Liquid",2013,8,1
"Liquid",2013,10,2
"Liquid",2013,11,1
"Liquid",2013,12,1
"Liquid",2014,1,1
"Liquid",2014,2,1
"Liquid",2014,3,2
"Liquid",2014,4,4
"Liquid",2014,5,1
"Liquid",2014,6,1
"Liquid",2014,7,4
"Liquid",2014,9,4
"Liquid",2014,10,9
"Liquid",2014,11,7
"Liquid",2014,12,6
"Liquid",2015,1,9
"Liquid",2015,2,41
"Liquid",2015,3,63
"Liquid",2015,4,66
"Liquid",2015,5,66
"Liquid",2015,6,75
"Liquid",2015,7,44
"Liquid",2015,8,61
"Liquid",2015,9,42
"Liquid",2015,10,51
"Liquid",2015,11,58
"Liquid",2015,12,40
"Liquid",2016,1,46
"Liquid",2016,2,35
"Liquid",2016,3,21
"Liquid",2016,4,25
"Liquid",2016,5,28
"Liquid",2016,6,48
"Liquid",2016,7,78
"Liquid",2016,8,55
"Liquid",2016,9,47
"Liquid",2016,10,66
"Liquid",2016,11,56
"Liquid",2016,12,76
"Liquid",2017,1,47
"Liquid",2017,2,88
"Liquid",2017,3,79
"Liquid",2017,4,37
"LiveScript",2011,3,1
"LiveScript",2011,9,2
"LiveScript",2011,10,1
"LiveScript",2012,2,1
"LiveScript",2012,5,2
"LiveScript",2012,6,1
"LiveScript",2012,7,1
"LiveScript",2012,8,5
"LiveScript",2012,9,5
"LiveScript",2012,10,3
"LiveScript",2012,11,3
"LiveScript",2012,12,7
"LiveScript",2013,1,6
"LiveScript",2013,2,10
"LiveScript",2013,3,39
"LiveScript",2013,4,30
"LiveScript",2013,5,27
"LiveScript",2013,6,35
"LiveScript",2013,7,45
"LiveScript",2013,8,84
"LiveScript",2013,9,28
"LiveScript",2013,10,54
"LiveScript",2013,11,80
"LiveScript",2013,12,80
"LiveScript",2014,1,90
"LiveScript",2014,2,83
"LiveScript",2014,3,105
"LiveScript",2014,4,101
"LiveScript",2014,5,59
"LiveScript",2014,6,40
"LiveScript",2014,7,41
"LiveScript",2014,8,49
"LiveScript",2014,9,45
"LiveScript",2014,10,54
"LiveScript",2014,11,60
"LiveScript",2014,12,70
"LiveScript",2015,1,85
"LiveScript",2015,2,62
"LiveScript",2015,3,78
"LiveScript",2015,4,184
"LiveScript",2015,5,106
"LiveScript",2015,6,72
"LiveScript",2015,7,59
"LiveScript",2015,8,49
"LiveScript",2015,9,62
"LiveScript",2015,10,68
"LiveScript",2015,11,45
"LiveScript",2015,12,62
"LiveScript",2016,1,66
"LiveScript",2016,2,53
"LiveScript",2016,3,17
"LiveScript",2016,4,26
"LiveScript",2016,5,35
"LiveScript",2016,6,55
"LiveScript",2016,7,51
"LiveScript",2016,8,54
"LiveScript",2016,9,33
"LiveScript",2016,10,49
"LiveScript",2016,11,31
"LiveScript",2016,12,40
"LiveScript",2017,1,28
"LiveScript",2017,2,45
"LiveScript",2017,3,40
"LiveScript",2017,4,32
"LLVM",2009,6,1
"LLVM",2010,8,1
"LLVM",2011,12,1
"LLVM",2012,1,1
"LLVM",2012,5,1
"LLVM",2012,8,1
"LLVM",2013,2,1
"LLVM",2013,6,2
"LLVM",2013,9,1
"LLVM",2013,10,2
"LLVM",2014,3,2
"LLVM",2014,10,1
"LLVM",2014,12,1
"LLVM",2015,1,2
"LLVM",2015,2,4
"LLVM",2015,3,7
"LLVM",2015,4,10
"LLVM",2015,5,12
"LLVM",2015,6,11
"LLVM",2015,7,7
"LLVM",2015,8,4
"LLVM",2015,9,8
"LLVM",2015,10,10
"LLVM",2015,11,14
"LLVM",2015,12,16
"LLVM",2016,1,5
"LLVM",2016,2,3
"LLVM",2016,3,2
"LLVM",2016,4,4
"LLVM",2016,5,6
"LLVM",2016,6,12
"LLVM",2016,7,13
"LLVM",2016,8,7
"LLVM",2016,9,5
"LLVM",2016,10,19
"LLVM",2016,11,12
"LLVM",2016,12,34
"LLVM",2017,1,30
"LLVM",2017,2,42
"LLVM",2017,3,17
"LLVM",2017,4,5
"Logos",2009,12,1
"Logos",2010,2,1
"Logos",2010,3,1
"Logos",2010,5,2
"Logos",2010,7,1
"Logos",2010,8,1
"Logos",2010,10,1
"Logos",2010,11,4
"Logos",2010,12,1
"Logos",2011,1,3
"Logos",2011,2,1
"Logos",2011,4,5
"Logos",2011,6,2
"Logos",2011,7,1
"Logos",2011,8,3
"Logos",2011,9,2
"Logos",2011,10,4
"Logos",2011,11,1
"Logos",2011,12,2
"Logos",2012,1,6
"Logos",2012,2,5
"Logos",2012,3,1
"Logos",2012,4,2
"Logos",2012,5,5
"Logos",2012,6,9
"Logos",2012,7,9
"Logos",2012,8,5
"Logos",2012,9,7
"Logos",2012,10,15
"Logos",2012,11,18
"Logos",2012,12,19
"Logos",2013,1,29
"Logos",2013,2,60
"Logos",2013,3,191
"Logos",2013,4,211
"Logos",2013,5,265
"Logos",2013,6,219
"Logos",2013,7,211
"Logos",2013,8,260
"Logos",2013,9,266
"Logos",2013,10,333
"Logos",2013,11,304
"Logos",2013,12,175
"Logos",2014,1,165
"Logos",2014,2,161
"Logos",2014,3,129
"Logos",2014,4,112
"Logos",2014,5,80
"Logos",2014,6,46
"Logos",2014,7,64
"Logos",2014,8,40
"Logos",2014,9,37
"Logos",2014,10,55
"Logos",2014,11,115
"Logos",2014,12,136
"Logos",2015,1,215
"Logos",2015,2,165
"Logos",2015,3,206
"Logos",2015,4,165
"Logos",2015,5,148
"Logos",2015,6,144
"Logos",2015,7,114
"Logos",2015,8,121
"Logos",2015,9,107
"Logos",2015,10,132
"Logos",2015,11,67
"Logos",2015,12,100
"Logos",2016,1,95
"Logos",2016,2,59
"Logos",2016,3,33
"Logos",2016,4,66
"Logos",2016,5,36
"Logos",2016,6,63
"Logos",2016,7,83
"Logos",2016,8,119
"Logos",2016,9,82
"Logos",2016,10,82
"Logos",2016,11,42
"Logos",2016,12,114
"Logos",2017,1,98
"Logos",2017,2,152
"Logos",2017,3,115
"Logos",2017,4,102
"Logtalk",2010,3,1
"Logtalk",2010,6,1
"Logtalk",2012,4,1
"Logtalk",2012,8,1
"Logtalk",2012,11,1
"Logtalk",2013,1,2
"Logtalk",2013,5,2
"Logtalk",2014,2,7
"Logtalk",2014,3,1
"Logtalk",2014,6,1
"Logtalk",2015,1,1
"Logtalk",2015,3,4
"Logtalk",2015,9,2
"Logtalk",2015,11,1
"Logtalk",2016,5,2
"Logtalk",2016,7,2
"Logtalk",2016,10,1
"Logtalk",2017,4,1
"LOLCODE",2013,10,1
"LOLCODE",2014,5,1
"LOLCODE",2014,10,1
"LOLCODE",2014,12,2
"LOLCODE",2015,1,1
"LOLCODE",2015,3,4
"LOLCODE",2015,4,3
"LOLCODE",2015,5,5
"LOLCODE",2015,6,3
"LOLCODE",2015,7,2
"LOLCODE",2015,9,3
"LOLCODE",2015,10,4
"LOLCODE",2015,11,2
"LOLCODE",2015,12,3
"LOLCODE",2016,1,4
"LOLCODE",2016,2,1
"LOLCODE",2016,3,1
"LOLCODE",2016,4,2
"LOLCODE",2016,7,5
"LOLCODE",2016,8,1
"LOLCODE",2017,2,4
"LOLCODE",2017,3,2
"LOLCODE",2017,4,7
"LookML",2014,3,1
"LookML",2014,4,1
"LookML",2014,8,2
"LookML",2014,10,9
"LookML",2014,11,6
"LookML",2014,12,4
"LookML",2015,1,9
"LookML",2015,2,7
"LookML",2015,3,18
"LookML",2015,4,11
"LookML",2015,5,9
"LookML",2015,6,24
"LookML",2015,7,20
"LookML",2015,8,21
"LookML",2015,9,18
"LookML",2015,10,26
"LookML",2015,11,26
"LookML",2015,12,12
"LookML",2016,1,26
"LookML",2016,2,32
"LookML",2016,4,11
"LookML",2016,5,5
"LookML",2016,6,8
"LookML",2016,7,8
"LookML",2016,8,9
"LookML",2016,9,5
"LookML",2016,10,12
"LookML",2016,11,12
"LookML",2016,12,7
"LookML",2017,1,8
"LookML",2017,2,14
"LookML",2017,3,17
"LookML",2017,4,19
"LoomScript",2013,5,1
"LoomScript",2013,8,1
"LoomScript",2013,9,5
"LoomScript",2014,1,1
"LoomScript",2014,3,1
"LoomScript",2014,12,4
"LoomScript",2015,1,4
"LoomScript",2015,2,4
"LoomScript",2015,3,1
"LoomScript",2015,5,1
"LoomScript",2015,6,2
"LoomScript",2015,11,1
"LoomScript",2015,12,1
"LoomScript",2016,2,2
"LoomScript",2016,3,1
"LoomScript",2016,5,1
"LoomScript",2016,6,3
"LoomScript",2016,10,1
"LoomScript",2016,12,2
"LoomScript",2017,1,1
"LoomScript",2017,2,2
"LoomScript",2017,3,1
"LSL",2010,10,1
"LSL",2011,11,2
"LSL",2011,12,1
"LSL",2012,6,1
"LSL",2012,9,1
"LSL",2012,12,1
"LSL",2013,5,1
"LSL",2013,8,5
"LSL",2013,10,1
"LSL",2013,11,1
"LSL",2013,12,3
"LSL",2014,1,5
"LSL",2014,3,4
"LSL",2014,4,1
"LSL",2014,5,4
"LSL",2014,6,1
"LSL",2014,7,4
"LSL",2014,8,3
"LSL",2014,9,13
"LSL",2014,10,6
"LSL",2014,11,12
"LSL",2014,12,10
"LSL",2015,1,6
"LSL",2015,2,3
"LSL",2015,3,7
"LSL",2015,4,16
"LSL",2015,5,8
"LSL",2015,6,15
"LSL",2015,7,9
"LSL",2015,8,9
"LSL",2015,9,8
"LSL",2015,10,8
"LSL",2015,11,8
"LSL",2015,12,10
"LSL",2016,1,9
"LSL",2016,2,3
"LSL",2016,3,4
"LSL",2016,4,4
"LSL",2016,6,6
"LSL",2016,7,2
"LSL",2016,8,18
"LSL",2016,9,7
"LSL",2016,10,9
"LSL",2016,11,2
"LSL",2016,12,8
"LSL",2017,1,11
"LSL",2017,2,8
"LSL",2017,3,9
"LSL",2017,4,3
"Lua",2008,2,6
"Lua",2008,3,13
"Lua",2008,4,18
"Lua",2008,5,20
"Lua",2008,6,8
"Lua",2008,7,30
"Lua",2008,8,30
"Lua",2008,9,15
"Lua",2008,10,19
"Lua",2008,11,24
"Lua",2008,12,20
"Lua",2009,1,29
"Lua",2009,2,38
"Lua",2009,3,51
"Lua",2009,4,43
"Lua",2009,5,75
"Lua",2009,6,61
"Lua",2009,7,58
"Lua",2009,8,85
"Lua",2009,9,63
"Lua",2009,10,69
"Lua",2009,11,46
"Lua",2009,12,59
"Lua",2010,1,65
"Lua",2010,2,68
"Lua",2010,3,135
"Lua",2010,4,82
"Lua",2010,5,82
"Lua",2010,6,75
"Lua",2010,7,94
"Lua",2010,8,117
"Lua",2010,9,116
"Lua",2010,10,214
"Lua",2010,11,221
"Lua",2010,12,152
"Lua",2011,1,228
"Lua",2011,2,179
"Lua",2011,3,171
"Lua",2011,4,192
"Lua",2011,5,175
"Lua",2011,6,234
"Lua",2011,7,245
"Lua",2011,8,182
"Lua",2011,9,125
"Lua",2011,10,145
"Lua",2011,11,190
"Lua",2011,12,197
"Lua",2012,1,279
"Lua",2012,2,275
"Lua",2012,3,333
"Lua",2012,4,316
"Lua",2012,5,363
"Lua",2012,6,430
"Lua",2012,7,467
"Lua",2012,8,822
"Lua",2012,9,800
"Lua",2012,10,512
"Lua",2012,11,716
"Lua",2012,12,793
"Lua",2013,1,875
"Lua",2013,2,929
"Lua",2013,3,1123
"Lua",2013,4,1070
"Lua",2013,5,1201
"Lua",2013,6,1133
"Lua",2013,7,1388
"Lua",2013,8,1537
"Lua",2013,9,1380
"Lua",2013,10,1463
"Lua",2013,11,1600
"Lua",2013,12,1791
"Lua",2014,1,1933
"Lua",2014,2,1787
"Lua",2014,3,2070
"Lua",2014,4,2166
"Lua",2014,5,1712
"Lua",2014,6,1410
"Lua",2014,7,1356
"Lua",2014,8,1318
"Lua",2014,9,1068
"Lua",2014,10,1385
"Lua",2014,11,1600
"Lua",2014,12,2192
"Lua",2015,1,3028
"Lua",2015,2,2644
"Lua",2015,3,3466
"Lua",2015,4,3262
"Lua",2015,5,3525
"Lua",2015,6,3188
"Lua",2015,7,2005
"Lua",2015,8,2177
"Lua",2015,9,2316
"Lua",2015,10,2293
"Lua",2015,11,2982
"Lua",2015,12,3202
"Lua",2016,1,4464
"Lua",2016,2,2187
"Lua",2016,3,1808
"Lua",2016,4,2522
"Lua",2016,5,2261
"Lua",2016,6,4373
"Lua",2016,7,5147
"Lua",2016,8,5211
"Lua",2016,9,3986
"Lua",2016,10,4499
"Lua",2016,11,3886
"Lua",2016,12,5196
"Lua",2017,1,4487
"Lua",2017,2,5283
"Lua",2017,3,5082
"Lua",2017,4,4041
"M",2010,4,1
"M",2010,10,1
"M",2011,2,1
"M",2011,8,1
"M",2011,9,1
"M",2011,10,1
"M",2011,12,1
"M",2012,1,1
"M",2012,3,4
"M",2012,4,1
"M",2012,5,1
"M",2012,6,2
"M",2012,7,1
"M",2012,8,3
"M",2012,9,1
"M",2012,11,3
"M",2012,12,5
"M",2013,1,2
"M",2013,2,5
"M",2013,3,5
"M",2013,4,7
"M",2013,5,11
"M",2013,6,22
"M",2013,7,33
"M",2013,8,26
"M",2013,9,34
"M",2013,10,43
"M",2013,11,38
"M",2013,12,24
"M",2014,1,48
"M",2014,2,42
"M",2014,3,83
"M",2014,4,63
"M",2014,5,37
"M",2014,6,42
"M",2014,7,24
"M",2014,8,37
"M",2014,9,38
"M",2014,10,47
"M",2014,11,44
"M",2014,12,54
"M",2015,1,77
"M",2015,2,41
"M",2015,3,41
"M",2015,4,41
"M",2015,5,30
"M",2015,6,34
"M",2015,7,22
"M",2015,8,12
"M",2015,9,25
"M",2015,10,16
"M",2015,11,18
"M",2015,12,15
"M",2016,1,17
"M",2016,2,6
"M",2016,3,9
"M",2016,4,12
"M",2016,5,17
"M",2016,6,18
"M",2016,7,51
"M",2016,8,30
"M",2016,9,24
"M",2016,10,29
"M",2016,11,12
"M",2016,12,43
"M",2017,1,38
"M",2017,2,40
"M",2017,3,34
"M",2017,4,31
"M4",2009,6,2
"M4",2009,7,1
